1 0.3 0.5 0.26
1 0.3 0.6 0.34
1 0.3 0.7 0.44
1 0.3 0.8 0.62
1 0.3 0.9 0.92
1 0.4 0.1 0
1 0.4 0.2 0.02
1 0.4 0.3 0.12
1 0.4 0.4 0.14
1 0.4 0.5 0.32
1 0.4 0.6 0.34
1 0.4 0.7 0.54
1 0.4 0.8 0.72
1 0.4 0.9 0.78
1 0.5 0.1 0
1 0.5 0.2 0.08
1 0.5 0.3 0.16
1 0.5 0.4 0.18
1 0.5 0.5 0.32
1 0.5 0.6 0.46
1 0.5 0.7 0.38
1 0.5 0.8 0.6
1 0.5 0.9 0.72
1 0.6 0.1 0
1 0.6 0.2 0.06
1 0.6 0.3 0.14
1 0.6 0.4 0.12
1 0.6 0.5 0.18
1 0.6 0.6 0.36
1 0.6 0.7 0.44
1 0.6 0.8 0.48
1 0.6 0.9 0.82
1 0.7 0.1 0.02
1 0.7 0.2 0.06
1 0.7 0.3 0.04
1 0.7 0.4 0.14
1 0.7 0.5 0.3
1 0.7 0.6 0.44
1 0.7 0.7 0.48
1 0.7 0.8 0.58
1 0.7 0.9 0.82
1 0.8 0.1 0
1 0.8 0.2 0.04
1 0.8 0.3 0.14
1 0.8 0.4 0.28
1 0.8 0.5 0.24
1 0.8 0.6 0.46
1 0.8 0.7 0.5
1 0.8 0.8 0.76
1 0.8 0.9 0.78
1 0.9 0.1 0
1 0.9 0.2 0
1 0.9 0.3 0.06
1 0.9 0.4 0.26
1 0.9 0.5 0.42
1 0.9 0.6 0.34
1 0.9 0.7 0.56
1 0.9 0.8 0.72
1 0.9 0.9 0.88

2 0.1 0.1 0
2 0.1 0.2 0
2 0.1 0.3 0
2 0.1 0.4 0
2 0.1 0.5 0.02
2 0.1 0.6 0.2
2 0.1 0.7 0.22
2 0.1 0.8 0.56
2 0.1 0.9 0.66
2 0.2 0.1 0
2 0.2 0.2 0
2 0.2 0.3 0
2 0.2 0.4 0.04
2 0.2 0.5 0.02
2 0.2 0.6 0.1
2 0.2 0.7 0.28
2 0.2 0.8 0.38
2 0.2 0.9 0.62
2 0.3 0.1 0
2 0.3 0.2 0
2 0.3 0.3 0.02
2 0.3 0.4 0.06
2 0.3 0.5 0.04
2 0.3 0.6 0.02
2 0.3 0.7 0.26
2 0.3 0.8 0.44
2 0.3 0.9 0.7
2 0.4 0.1 0
2 0.4 0.2 0
2 0.4 0.3 0
2 0.4 0.4 0.06
2 0.4 0.5 0.06
2 0.4 0.6 0.16
2 0.4 0.7 0.22
2 0.4 0.8 0.44
2 0.4 0.9 0.68
2 0.5 0.1 0
2 0.5 0.2 0
2 0.5 0.3 0.02
2 0.5 0.4 0.06
2 0.5 0.5 0.04
2 0.5 0.6 0.16
2 0.5 0.7 0.22
2 0.5 0.8 0.48
2 0.5 0.9 0.62
2 0.6 0.1 0
2 0.6 0.2 0
2 0.6 0.3 0
2 0.6 0.4 0
2 0.6 0.5 0.06
2 0.6 0.6 0.14
2 0.6 0.7 0.24
2 0.6 0.8 0.32
2 0.6 0.9 0.68
2 0.7 0.1 0
2 0.7 0.2 0
2 0.7 0.3 0
2 0.7 0.4 0.04
2 0.7 0.5 0.04
2 0.7 0.6 0.14
2 0.7 0.7 0.22
2 0.7 0.8 0.46
2 0.7 0.9 0.72
2 0.8 0.1 0
2 0.8 0.2 0
2 0.8 0.3 0
2 0.8 0.4 0.04
2 0.8 0.5 0.1
2 0.8 0.6 0.12
2 0.8 0.7 0.18
2 0.8 0.8 0.4
2 0.8 0.9 0.56
2 0.9 0.1 0
2 0.9 0.2 0
2 0.9 0.3 0
2 0.9 0.4 0.02
2 0.9 0.5 0.06
2 0.9 0.6 0.18
2 0.9 0.7 0.12
2 0.9 0.8 0.44
2 0.9 0.9 0.76

3 0.1 0.1 0
3 0.1 0.2 0
3 0.1 0.3 0
3 0.1 0.4 0
3 0.1 0.5 0.02
3 0.1 0.6 0.04
3 0.1 0.7 0.12
3 0.1 0.8 0.18
3 0.1 0.9 0.46
3 0.2 0.1 0
3 0.2 0.2 0
3 0.2 0.3 0
3 0.2 0.4 0
3 0.2 0.5 0
3 0.2 0.6 0
3 0.2 0.7 0.04
3 0.2 0.8 0.24
3 0.2 0.9 0.42
3 0.3 0.1 0
3 0.3 0.2 0
3 0.3 0.3 0
3 0.3 0.4 0
3 0.3 0.5 0
3 0.3 0.6 0.08
3 0.3 0.7 0.08
3 0.3 0.8 0.2
3 0.3 0.9 0.36
3 0.4 0.1 0
3 0.4 0.2 0
3 0.4 0.3 0
3 0.4 0.4 0
3 0.4 0.5 0
3 0.4 0.6 0.02
3 0.4 0.7 0.04
3 0.4 0.8 0.14
3 0.4 0.9 0.44
3 0.5 0.1 0
3 0.5 0.2 0
3 0.5 0.3 0
3 0.5 0.4 0
3 0.5 0.5 0
3 0.5 0.6 0
3 0.5 0.7 0.04
3 0.5 0.8 0.16
3 0.5 0.9 0.42
3 0.6 0.1 0
3 0.6 0.2 0
3 0.6 0.3 0
3 0.6 0.4 0
3 0.6 0.5 0.02
3 0.6 0.6 0.02
3 0.6 0.7 0.08
3 0.6 0.8 0.2
3 0.6 0.9 0.56
3 0.7 0.1 0
3 0.7 0.2 0
3 0.7 0.3 0
3 0.7 0.4 0
3 0.7 0.5 0
3 0.7 0.6 0
3 0.7 0.7 0.06
3 0.7 0.8 0.22
3 0.7 0.9 0.46
3 0.8 0.1 0
3 0.8 0.2 0
3 0.8 0.3 0
3 0.8 0.4 0
3 0.8 0.5 0
3 0.8 0.6 0.04
3 0.8 0.7 0.06
3 0.8 0.8 0.16
3 0.8 0.9 0.56
3 0.9 0.1 0
3 0.9 0.2 0
3 0.9 0.3 0
3 0.9 0.4 0
3 0.9 0.5 0
3 0.9 0.6 0.08
3 0.9 0.7 0.08
3 0.9 0.8 0.1
3 0.9 0.9 0.44

4 0.1 0.1 0
4 0.1 0.2 0
4 0.1 0.3 0
4 0.1 0.4 0
4 0.1 0.5 0
4 0.1 0.6 0
4 0.1 0.7 0
4 0.1 0.8 0.04
4 0.1 0.9 0.1
4 0.2 0.1 0
4 0.2 0.2 0
4 0.2 0.3 0
4 0.2 0.4 0
4 0.2 0.5 0
4 0.2 0.6 0
4 0.2 0.7 0
4 0.2 0.8 0.08
4 0.2 0.9 0.12
4 0.3 0.1 0
4 0.3 0.2 0
4 0.3 0.3 0
4 0.3 0.4 0
4 0.3 0.5 0
4 0.3 0.6 0
4 0.3 0.7 0
4 0.3 0.8 0.04
4 0.3 0.9 0.14
4 0.4 0.1 0
4 0.4 0.2 0
4 0.4 0.3 0
4 0.4 0.4 0
4 0.4 0.5 0
4 0.4 0.6 0
4 0.4 0.7 0.02
4 0.4 0.8 0.02
4 0.4 0.9 0.14
4 0.5 0.1 0
4 0.5 0.2 0
4 0.5 0.3 0
4 0.5 0.4 0
4 0.5 0.5 0
4 0.5 0.6 0
4 0.5 0.7 0.02
4 0.5 0.8 0.04
4 0.5 0.9 0.26
4 0.6 0.1 0
4 0.6 0.2 0
4 0.6 0.3 0
4 0.6 0.4 0
4 0.6 0.5 0
4 0.6 0.6 0
4 0.6 0.7 0
4 0.6 0.8 0.04
4 0.6 0.9 0.22
4 0.7 0.1 0
4 0.7 0.2 0
4 0.7 0.3 0
4 0.7 0.4 0
4 0.7 0.5 0
4 0.7 0.6 0
4 0.7 0.7 0
4 0.7 0.8 0.02
4 0.7 0.9 0.2
4 0.8 0.1 0
4 0.8 0.2 0
4 0.8 0.3 0
4 0.8 0.4 0
4 0.8 0.5 0
4 0.8 0.6 0
4 0.8 0.7 0
4 0.8 0.8 0.02
4 0.8 0.9 0.14
4 0.9 0.1 0
4 0.9 0.2 0
4 0.9 0.3 0
4 0.9 0.4 0
4 0.9 0.5 0
4 0.9 0.6 0
4 0.9 0.7 0.02
4 0.9 0.8 0.02
4 0.9 0.9 0.18

5 0.1 0.1 0
5 0.1 0.2 0
5 0.1 0.3 0
5 0.1 0.4 0
5 0.1 0.5 0
5 0.1 0.6 0
5 0.1 0.7 0
5 0.1 0.8 0
5 0.1 0.9 0.04
5 0.2 0.1 0
5 0.2 0.2 0
5 0.2 0.3 0
5 0.2 0.4 0
5 0.2 0.5 0
5 0.2 0.6 0
5 0.2 0.7 0
5 0.2 0.8 0
5 0.2 0.9 0
5 0.3 0.1 0
5 0.3 0.2 0
5 0.3 0.3 0
5 0.3 0.4 0
5 0.3 0.5 0
5 0.3 0.6 0
5 0.3 0.7 0
5 0.3 0.8 0
5 0.3 0.9 0
5 0.4 0.1 0
5 0.4 0.2 0
5 0.4 0.3 0
5 0.4 0.4 0
5 0.4 0.5 0
5 0.4 0.6 0
5 0.4 0.7 0
5 0.4 0.8 0
5 0.4 0.9 0.04
5 0.5 0.1 0
5 0.5 0.2 0
5 0.5 0.3 0
5 0.5 0.4 0
5 0.5 0.5 0
5 0.5 0.6 0
5 0.5 0.7 0
5 0.5 0.8 0
5 0.5 0.9 0.02
5 0.6 0.1 0
5 0.6 0.2 0
5 0.6 0.3 0
5 0.6 0.4 0
5 0.6 0.5 0
5 0.6 0.6 0
5 0.6 0.7 0
5 0.6 0.8 0
5 0.6 0.9 0.04
5 0.7 0.1 0
5 0.7 0.2 0
5 0.7 0.3 0
5 0.7 0.4 0
5 0.7 0.5 0
5 0.7 0.6 0
5 0.7 0.7 0
5 0.7 0.8 0
5 0.7 0.9 0.02
5 0.8 0.1 0
5 0.8 0.2 0
5 0.8 0.3 0
5 0.8 0.4 0
5 0.8 0.5 0
5 0.8 0.6 0
5 0.8 0.7 0
5 0.8 0.8 0
5 0.8 0.9 0.04
5 0.9 0.1 0
5 0.9 0.2 0
5 0.9 0.3 0
5 0.9 0.4 0
5 0.9 0.5 0
5 0.9 0.6 0
5 0.9 0.7 0
5 0.9 0.8 0
5 0.9 0.9 0.02

6 0.1 0.1 0
6 0.1 0.2 0
6 0.1 0.3 0
6 0.1 0.4 0
6 0.1 0.5 0
6 0.1 0.6 0
6 0.1 0.7 0
6 0.1 0.8 0
6 0.1 0.9 0
6 0.2 0.1 0
6 0.2 0.2 0
6 0.2 0.3 0
6 0.2 0.4 0
6 0.2 0.5 0
6 0.2 0.6 0
6 0.2 0.7 0
6 0.2 0.8 0
6 0.2 0.9 0.02
6 0.3 0.1 0
6 0.3 0.2 0
6 0.3 0.3 0
6 0.3 0.4 0
6 0.3 0.5 0
6 0.3 0.6 0
6 0.3 0.7 0
6 0.3 0.8 0
6 0.3 0.9 0
6 0.4 0.1 0
6 0.4 0.2 0
6 0.4 0.3 0
6 0.4 0.4 0
6 0.4 0.5 0
6 0.4 0.6 0
6 0.4 0.7 0
6 0.4 0.8 0
6 0.4 0.9 0
6 0.5 0.1 0
6 0.5 0.2 0
6 0.5 0.3 0
6 0.5 0.4 0
6 0.5 0.5 0
6 0.5 0.6 0
6 0.5 0.7 0
6 0.5 0.8 0
6 0.5 0.9 0
6 0.6 0.1 0
6 0.6 0.2 0
6 0.6 0.3 0
6 0.6 0.4 0
6 0.6 0.5 0
6 0.6 0.6 0
6 0.6 0.7 0
6 0.6 0.8 0
6 0.6 0.9 0
6 0.7 0.1 0
6 0.7 0.2 0
6 0.7 0.3 0
6 0.7 0.4 0
6 0.7 0.5 0
6 0.7 0.6 0
6 0.7 0.7 0
6 0.7 0.8 0
6 0.7 0.9 0
6 0.8 0.1 0
6 0.8 0.2 0
6 0.8 0.3 0
6 0.8 0.4 0
6 0.8 0.5 0
6 0.8 0.6 0
6 0.8 0.7 0
6 0.8 0.8 0
6 0.8 0.9 0
6 0.9 0.1 0
6 0.9 0.2 0
6 0.9 0.3 0
6 0.9 0.4 0
6 0.9 0.5 0
6 0.9 0.6 0
6 0.9 0.7 0
6 0.9 0.8 0
6 0.9 0.9 0

7 0.1 0.1 0
7 0.1 0.2 0
7 0.1 0.3 0
7 0.1 0.4 0
7 0.1 0.5 0
7 0.1 0.6 0
7 0.1 0.7 0
7 0.1 0.8 0
7 0.1 0.9 0
7 0.2 0.1 0
7 0.2 0.2 0
7 0.2 0.3 0
7 0.2 0.4 0
7 0.2 0.5 0
7 0.2 0.6 0
7 0.2 0.7 0
7 0.2 0.8 0
7 0.2 0.9 0
7 0.3 0.1 0
7 0.3 0.2 0
7 0.3 0.3 0
7 0.3 0.4 0
7 0.3 0.5 0
7 0.3 0.6 0
7 0.3 0.7 0
7 0.3 0.8 0
7 0.3 0.9 0
7 0.4 0.1 0
7 0.4 0.2 0
7 0.4 0.3 0
7 0.4 0.4 0
7 0.4 0.5 0
7 0.4 0.6 0
7 0.4 0.7 0
7 0.4 0.8 0
7 0.4 0.9 0
7 0.5 0.1 0
7 0.5 0.2 0
7 0.5 0.3 0
7 0.5 0.4 0
7 0.5 0.5 0
7 0.5 0.6 0
7 0.5 0.7 0
7 0.5 0.8 0
7 0.5 0.9 0
7 0.6 0.1 0
7 0.6 0.2 0
7 0.6 0.3 0
7 0.6 0.4 0
7 0.6 0.5 0
7 0.6 0.6 0
7 0.6 0.7 0
7 0.6 0.8 0
7 0.6 0.9 0
7 0.7 0.1 0
7 0.7 0.2 0
7 0.7 0.3 0
7 0.7 0.4 0
7 0.7 0.5 0
7 0.7 0.6 0
7 0.7 0.7 0
7 0.7 0.8 0
7 0.7 0.9 0
7 0.8 0.1 0
7 0.8 0.2 0
7 0.8 0.3 0
7 0.8 0.4 0
7 0.8 0.5 0
7 0.8 0.6 0
7 0.8 0.7 0
7 0.8 0.8 0
7 0.8 0.9 0
7 0.9 0.1 0
7 0.9 0.2 0
7 0.9 0.3 0
7 0.9 0.4 0
7 0.9 0.5 0
7 0.9 0.6 0
7 0.9 0.7 0
7 0.9 0.8 0
7 0.9 0.9 0

8 0.1 0.1 0
8 0.1 0.2 0
8 0.1 0.3 0
8 0.1 0.4 0
8 0.1 0.5 0
8 0.1 0.6 0
8 0.1 0.7 0
8 0.1 0.8 0
8 0.1 0.9 0
8 0.2 0.1 0
8 0.2 0.2 0
8 0.2 0.3 0
8 0.2 0.4 0
8 0.2 0.5 0
8 0.2 0.6 0
8 0.2 0.7 0
8 0.2 0.8 0
8 0.2 0.9 0
8 0.3 0.1 0
8 0.3 0.2 0
8 0.3 0.3 0
8 0.3 0.4 0
8 0.3 0.5 0
8 0.3 0.6 0
8 0.3 0.7 0
8 0.3 0.8 0
8 0.3 0.9 0
8 0.4 0.1 0
8 0.4 0.2 0
8 0.4 0.3 0
8 0.4 0.4 0
8 0.4 0.5 0
8 0.4 0.6 0
8 0.4 0.7 0
8 0.4 0.8 0
8 0.4 0.9 0
8 0.5 0.1 0
8 0.5 0.2 0
8 0.5 0.3 0
8 0.5 0.4 0
8 0.5 0.5 0
8 0.5 0.6 0
8 0.5 0.7 0
8 0.5 0.8 0
8 0.5 0.9 0
8 0.6 0.1 0
8 0.6 0.2 0
8 0.6 0.3 0
8 0.6 0.4 0
8 0.6 0.5 0
8 0.6 0.6 0
8 0.6 0.7 0
8 0.6 0.8 0
8 0.6 0.9 0
8 0.7 0.1 0
8 0.7 0.2 0
8 0.7 0.3 0
8 0.7 0.4 0
8 0.7 0.5 0
8 0.7 0.6 0
8 0.7 0.7 0
8 0.7 0.8 0
8 0.7 0.9 0
8 0.8 0.1 0
8 0.8 0.2 0
8 0.8 0.3 0
8 0.8 0.4 0
8 0.8 0.5 0
8 0.8 0.6 0
8 0.8 0.7 0
8 0.8 0.8 0
8 0.8 0.9 0
8 0.9 0.1 0
8 0.9 0.2 0
8 0.9 0.3 0
8 0.9 0.4 0
8 0.9 0.5 0
8 0.9 0.6 0
8 0.9 0.7 0
8 0.9 0.8 0
8 0.9 0.9 0

